entity_id,state,last_changed
sensor.kitchen_fridge_today_s_consumption,1.885,2025-10-16T00:34:21.521Z
sensor.kitchen_fridge_today_s_consumption,1.886,2025-10-16T00:34:41.161Z
sensor.kitchen_fridge_today_s_consumption,1.887,2025-10-16T00:35:04.117Z
sensor.kitchen_fridge_today_s_consumption,1.888,2025-10-16T00:35:24.108Z
sensor.kitchen_fridge_today_s_consumption,1.889,2025-10-16T00:35:44.076Z
sensor.kitchen_fridge_today_s_consumption,1.89,2025-10-16T00:36:05.315Z
sensor.kitchen_fridge_today_s_consumption,1.891,2025-10-16T00:36:25.405Z
sensor.kitchen_fridge_today_s_consumption,1.892,2025-10-16T00:36:45.090Z
sensor.kitchen_fridge_today_s_consumption,1.893,2025-10-16T00:37:06.096Z
sensor.kitchen_fridge_today_s_consumption,1.894,2025-10-16T00:37:26.166Z
sensor.kitchen_fridge_today_s_consumption,1.895,2025-10-16T00:37:46.525Z
sensor.kitchen_fridge_today_s_consumption,1.896,2025-10-16T00:38:06.303Z
sensor.kitchen_fridge_today_s_consumption,1.897,2025-10-16T00:38:29.199Z
sensor.kitchen_fridge_today_s_consumption,1.898,2025-10-16T00:38:49.095Z
sensor.kitchen_fridge_today_s_consumption,1.899,2025-10-16T00:39:09.160Z
sensor.kitchen_fridge_today_s_consumption,1.9,2025-10-16T00:39:29.243Z
sensor.kitchen_fridge_today_s_consumption,1.901,2025-10-16T00:39:51.331Z
sensor.kitchen_fridge_today_s_consumption,1.902,2025-10-16T00:40:08.078Z
sensor.kitchen_fridge_today_s_consumption,1.903,2025-10-16T00:40:28.111Z
sensor.kitchen_fridge_today_s_consumption,1.904,2025-10-16T00:40:48.153Z
sensor.kitchen_fridge_today_s_consumption,1.905,2025-10-16T00:41:09.190Z
sensor.kitchen_fridge_today_s_consumption,1.906,2025-10-16T00:41:29.222Z
sensor.kitchen_fridge_today_s_consumption,1.907,2025-10-16T00:41:50.437Z
sensor.kitchen_fridge_today_s_consumption,1.908,2025-10-16T00:42:10.111Z
sensor.kitchen_fridge_today_s_consumption,1.909,2025-10-16T00:42:31.113Z
sensor.kitchen_fridge_today_s_consumption,1.91,2025-10-16T00:42:51.170Z
sensor.kitchen_fridge_today_s_consumption,1.911,2025-10-16T00:43:10.120Z
sensor.kitchen_fridge_today_s_consumption,1.912,2025-10-16T00:43:35.278Z
sensor.kitchen_fridge_today_s_consumption,1.913,2025-10-16T00:43:55.239Z
sensor.kitchen_fridge_today_s_consumption,1.914,2025-10-16T00:44:12.070Z
sensor.kitchen_fridge_today_s_consumption,1.915,2025-10-16T00:44:32.208Z
sensor.kitchen_fridge_today_s_consumption,1.916,2025-10-16T00:44:57.297Z
sensor.kitchen_fridge_today_s_consumption,1.917,2025-10-16T00:45:18.115Z
sensor.kitchen_fridge_today_s_consumption,1.918,2025-10-16T00:45:38.191Z
sensor.kitchen_fridge_today_s_consumption,1.919,2025-10-16T00:45:59.993Z
sensor.kitchen_fridge_today_s_consumption,1.92,2025-10-16T00:46:16.156Z
sensor.kitchen_fridge_today_s_consumption,1.921,2025-10-16T00:46:36.152Z
sensor.kitchen_fridge_today_s_consumption,1.922,2025-10-16T00:46:56.114Z
sensor.kitchen_fridge_today_s_consumption,1.923,2025-10-16T00:47:25.545Z
sensor.kitchen_fridge_today_s_consumption,1.924,2025-10-16T00:47:41.247Z
sensor.kitchen_fridge_today_s_consumption,1.925,2025-10-16T00:48:01.227Z
sensor.kitchen_fridge_today_s_consumption,1.926,2025-10-16T00:48:21.232Z
sensor.kitchen_fridge_today_s_consumption,1.927,2025-10-16T00:48:41.134Z
sensor.kitchen_fridge_today_s_consumption,1.928,2025-10-16T00:49:02.263Z
sensor.kitchen_fridge_today_s_consumption,1.929,2025-10-16T00:51:29.206Z
sensor.kitchen_fridge_today_s_consumption,1.93,2025-10-16T01:02:36.183Z
sensor.kitchen_fridge_today_s_consumption,1.931,2025-10-16T01:02:58.955Z
sensor.kitchen_fridge_today_s_consumption,1.932,2025-10-16T01:03:28.986Z
sensor.kitchen_fridge_today_s_consumption,unavailable,2025-10-16T01:04:13.017Z
sensor.kitchen_fridge_today_s_consumption,1.935,2025-10-16T01:05:58.594Z
sensor.kitchen_fridge_today_s_consumption,unavailable,2025-10-16T01:07:15.514Z
sensor.kitchen_fridge_today_s_consumption,unknown,2025-10-16T01:08:11.697Z
sensor.basement_fridge_today_s_consumption,1.002,2025-10-15T05:00:00.000Z
sensor.basement_fridge_today_s_consumption,0.0,2025-10-15T05:00:01.917Z
sensor.basement_fridge_today_s_consumption,0.001,2025-10-15T05:00:16.767Z
sensor.basement_fridge_today_s_consumption,0.002,2025-10-15T05:26:26.781Z
sensor.basement_fridge_today_s_consumption,0.003,2025-10-15T05:43:03.111Z
sensor.basement_fridge_today_s_consumption,0.004,2025-10-15T05:43:32.867Z
sensor.basement_fridge_today_s_consumption,0.005,2025-10-15T05:43:57.791Z
sensor.basement_fridge_today_s_consumption,0.006,2025-10-15T05:44:27.783Z
sensor.basement_fridge_today_s_consumption,0.007,2025-10-15T05:44:58.491Z
sensor.basement_fridge_today_s_consumption,0.008,2025-10-15T05:45:28.130Z
sensor.basement_fridge_today_s_consumption,0.009,2025-10-15T05:45:59.815Z
sensor.basement_fridge_today_s_consumption,0.01,2025-10-15T05:46:24.790Z
sensor.basement_fridge_today_s_consumption,0.011,2025-10-15T05:46:55.257Z
sensor.basement_fridge_today_s_consumption,0.012,2025-10-15T05:47:27.932Z
sensor.basement_fridge_today_s_consumption,0.013,2025-10-15T05:47:54.876Z
sensor.basement_fridge_today_s_consumption,0.014,2025-10-15T05:48:26.877Z
sensor.basement_fridge_today_s_consumption,0.015,2025-10-15T05:48:58.442Z
sensor.basement_fridge_today_s_consumption,0.016,2025-10-15T05:49:28.877Z
sensor.basement_fridge_today_s_consumption,0.017,2025-10-15T05:49:58.826Z
sensor.basement_fridge_today_s_consumption,0.018,2025-10-15T05:50:28.815Z
sensor.basement_fridge_today_s_consumption,0.019,2025-10-15T05:50:58.931Z
sensor.basement_fridge_today_s_consumption,0.02,2025-10-15T05:51:33.802Z
sensor.basement_fridge_today_s_consumption,0.021,2025-10-15T05:52:04.820Z
sensor.basement_fridge_today_s_consumption,0.022,2025-10-15T05:52:35.752Z
sensor.basement_fridge_today_s_consumption,0.023,2025-10-15T05:53:05.931Z
sensor.basement_fridge_today_s_consumption,0.024,2025-10-15T05:53:36.339Z
sensor.basement_fridge_today_s_consumption,0.025,2025-10-15T05:54:06.852Z
sensor.basement_fridge_today_s_consumption,0.026,2025-10-15T05:54:37.212Z
sensor.basement_fridge_today_s_consumption,0.027,2025-10-15T05:55:08.789Z
sensor.basement_fridge_today_s_consumption,0.028,2025-10-15T05:55:38.915Z
sensor.basement_fridge_today_s_consumption,0.029,2025-10-15T05:56:08.757Z
sensor.basement_fridge_today_s_consumption,0.03,2025-10-15T05:56:38.767Z
sensor.basement_fridge_today_s_consumption,0.031,2025-10-15T05:57:09.831Z
sensor.basement_fridge_today_s_consumption,0.032,2025-10-15T05:57:45.009Z
sensor.basement_fridge_today_s_consumption,0.033,2025-10-15T05:58:16.040Z
sensor.basement_fridge_today_s_consumption,0.034,2025-10-15T05:58:45.990Z
sensor.basement_fridge_today_s_consumption,0.035,2025-10-15T05:59:19.277Z
sensor.basement_fridge_today_s_consumption,0.036,2025-10-15T05:59:48.793Z
sensor.basement_fridge_today_s_consumption,0.037,2025-10-15T06:00:23.792Z
sensor.basement_fridge_today_s_consumption,0.038,2025-10-15T06:00:54.515Z
sensor.basement_fridge_today_s_consumption,0.039,2025-10-15T06:01:25.894Z
sensor.basement_fridge_today_s_consumption,0.04,2025-10-15T06:01:55.870Z
sensor.basement_fridge_today_s_consumption,0.041,2025-10-15T06:02:27.889Z
sensor.basement_fridge_today_s_consumption,0.042,2025-10-15T06:03:02.772Z
sensor.basement_fridge_today_s_consumption,0.043,2025-10-15T06:03:33.689Z
sensor.basement_fridge_today_s_consumption,0.044,2025-10-15T06:04:04.800Z
sensor.basement_fridge_today_s_consumption,0.045,2025-10-15T06:04:40.253Z
sensor.basement_fridge_today_s_consumption,0.046,2025-10-15T06:14:28.797Z
sensor.basement_fridge_today_s_consumption,0.047,2025-10-15T06:40:02.845Z
sensor.basement_fridge_today_s_consumption,0.048,2025-10-15T06:49:14.841Z
sensor.basement_fridge_today_s_consumption,0.049,2025-10-15T06:49:39.765Z
sensor.basement_fridge_today_s_consumption,0.05,2025-10-15T06:50:10.552Z
sensor.basement_fridge_today_s_consumption,0.051,2025-10-15T06:50:34.854Z
sensor.basement_fridge_today_s_consumption,0.052,2025-10-15T06:51:05.223Z
sensor.basement_fridge_today_s_consumption,0.053,2025-10-15T06:51:35.781Z
sensor.basement_fridge_today_s_consumption,0.054,2025-10-15T06:52:06.236Z
sensor.basement_fridge_today_s_consumption,0.055,2025-10-15T06:52:38.916Z
sensor.basement_fridge_today_s_consumption,0.056,2025-10-15T06:53:03.801Z
sensor.basement_fridge_today_s_consumption,0.057,2025-10-15T06:53:33.927Z
sensor.basement_fridge_today_s_consumption,0.058,2025-10-15T06:54:10.135Z
sensor.basement_fridge_today_s_consumption,0.059,2025-10-15T06:54:35.057Z
sensor.basement_fridge_today_s_consumption,0.06,2025-10-15T06:55:09.893Z
sensor.basement_fridge_today_s_consumption,0.061,2025-10-15T06:55:39.882Z
sensor.basement_fridge_today_s_consumption,0.062,2025-10-15T06:56:09.820Z
sensor.basement_fridge_today_s_consumption,0.063,2025-10-15T06:56:39.801Z
sensor.basement_fridge_today_s_consumption,0.064,2025-10-15T06:57:08.943Z
sensor.basement_fridge_today_s_consumption,0.065,2025-10-15T06:57:39.857Z
sensor.basement_fridge_today_s_consumption,0.066,2025-10-15T06:58:10.877Z
sensor.basement_fridge_today_s_consumption,0.067,2025-10-15T06:58:45.804Z
sensor.basement_fridge_today_s_consumption,0.068,2025-10-15T06:59:14.271Z
sensor.basement_fridge_today_s_consumption,0.069,2025-10-15T06:59:43.907Z
sensor.basement_fridge_today_s_consumption,0.07,2025-10-15T07:00:14.836Z
sensor.basement_fridge_today_s_consumption,0.071,2025-10-15T07:00:44.800Z
sensor.basement_fridge_today_s_consumption,0.072,2025-10-15T07:01:19.927Z
sensor.basement_fridge_today_s_consumption,0.073,2025-10-15T07:01:51.535Z
sensor.basement_fridge_today_s_consumption,0.074,2025-10-15T07:02:16.954Z
sensor.basement_fridge_today_s_consumption,0.075,2025-10-15T07:02:47.844Z
sensor.basement_fridge_today_s_consumption,0.076,2025-10-15T07:03:22.860Z
sensor.basement_fridge_today_s_consumption,0.077,2025-10-15T07:03:52.863Z
sensor.basement_fridge_today_s_consumption,0.078,2025-10-15T07:04:22.783Z
sensor.basement_fridge_today_s_consumption,0.079,2025-10-15T07:04:53.040Z
sensor.basement_fridge_today_s_consumption,0.08,2025-10-15T07:05:23.823Z
sensor.basement_fridge_today_s_consumption,0.081,2025-10-15T07:06:00.663Z
sensor.basement_fridge_today_s_consumption,0.082,2025-10-15T07:06:31.210Z
sensor.basement_fridge_today_s_consumption,0.083,2025-10-15T07:07:02.141Z
sensor.basement_fridge_today_s_consumption,0.084,2025-10-15T07:07:30.853Z
sensor.basement_fridge_today_s_consumption,0.085,2025-10-15T07:08:07.575Z
sensor.basement_fridge_today_s_consumption,0.086,2025-10-15T07:08:38.328Z
sensor.basement_fridge_today_s_consumption,0.087,2025-10-15T07:09:08.920Z
sensor.basement_fridge_today_s_consumption,0.088,2025-10-15T07:09:43.801Z
sensor.basement_fridge_today_s_consumption,0.089,2025-10-15T07:10:13.904Z
sensor.basement_fridge_today_s_consumption,0.09,2025-10-15T07:10:48.830Z
sensor.basement_fridge_today_s_consumption,0.091,2025-10-15T07:11:18.826Z
sensor.basement_fridge_today_s_consumption,0.092,2025-10-15T07:11:51.021Z
sensor.basement_fridge_today_s_consumption,0.093,2025-10-15T07:30:45.847Z
sensor.basement_fridge_today_s_consumption,0.094,2025-10-15T07:56:00.759Z
sensor.basement_fridge_today_s_consumption,0.095,2025-10-15T07:56:25.801Z
sensor.basement_fridge_today_s_consumption,0.096,2025-10-15T07:56:54.522Z
sensor.basement_fridge_today_s_consumption,0.097,2025-10-15T07:57:19.748Z
sensor.basement_fridge_today_s_consumption,0.098,2025-10-15T07:57:49.811Z
sensor.basement_fridge_today_s_consumption,0.099,2025-10-15T07:58:14.777Z
sensor.basement_fridge_today_s_consumption,0.1,2025-10-15T07:58:45.020Z
sensor.basement_fridge_today_s_consumption,0.101,2025-10-15T07:59:14.948Z
sensor.basement_fridge_today_s_consumption,0.102,2025-10-15T07:59:45.812Z
sensor.basement_fridge_today_s_consumption,0.103,2025-10-15T08:00:16.797Z
sensor.basement_fridge_today_s_consumption,0.104,2025-10-15T08:00:47.266Z
sensor.basement_fridge_today_s_consumption,0.105,2025-10-15T08:01:16.796Z
sensor.basement_fridge_today_s_consumption,0.106,2025-10-15T08:01:46.801Z
sensor.basement_fridge_today_s_consumption,0.107,2025-10-15T08:02:18.837Z
sensor.basement_fridge_today_s_consumption,0.108,2025-10-15T08:02:48.884Z
sensor.basement_fridge_today_s_consumption,0.109,2025-10-15T08:03:18.810Z
sensor.basement_fridge_today_s_consumption,0.11,2025-10-15T08:03:53.765Z
sensor.basement_fridge_today_s_consumption,0.111,2025-10-15T08:04:23.828Z
sensor.basement_fridge_today_s_consumption,0.112,2025-10-15T08:04:54.023Z
sensor.basement_fridge_today_s_consumption,0.113,2025-10-15T08:05:23.796Z
sensor.basement_fridge_today_s_consumption,0.114,2025-10-15T08:05:53.748Z
sensor.basement_fridge_today_s_consumption,0.115,2025-10-15T08:06:23.777Z
sensor.basement_fridge_today_s_consumption,0.116,2025-10-15T08:06:58.776Z
sensor.basement_fridge_today_s_consumption,0.117,2025-10-15T08:07:29.257Z
sensor.basement_fridge_today_s_consumption,0.118,2025-10-15T08:07:58.909Z
sensor.basement_fridge_today_s_consumption,0.119,2025-10-15T08:08:29.674Z
sensor.basement_fridge_today_s_consumption,0.12,2025-10-15T08:09:02.871Z
sensor.basement_fridge_today_s_consumption,0.121,2025-10-15T08:09:28.790Z
sensor.basement_fridge_today_s_consumption,0.122,2025-10-15T08:10:04.016Z
sensor.basement_fridge_today_s_consumption,0.123,2025-10-15T08:10:34.200Z
sensor.basement_fridge_today_s_consumption,0.124,2025-10-15T08:11:04.862Z
sensor.basement_fridge_today_s_consumption,0.125,2025-10-15T08:11:36.195Z
sensor.basement_fridge_today_s_consumption,0.126,2025-10-15T08:12:05.777Z
sensor.basement_fridge_today_s_consumption,0.127,2025-10-15T08:12:38.856Z
sensor.basement_fridge_today_s_consumption,0.128,2025-10-15T08:13:12.392Z
sensor.basement_fridge_today_s_consumption,0.129,2025-10-15T08:13:44.284Z
sensor.basement_fridge_today_s_consumption,0.13,2025-10-15T08:14:16.795Z
sensor.basement_fridge_today_s_consumption,0.131,2025-10-15T08:14:48.437Z
sensor.basement_fridge_today_s_consumption,0.132,2025-10-15T08:15:18.286Z
sensor.basement_fridge_today_s_consumption,0.133,2025-10-15T08:15:52.786Z
sensor.basement_fridge_today_s_consumption,0.134,2025-10-15T08:16:25.304Z
sensor.basement_fridge_today_s_consumption,0.135,2025-10-15T08:16:56.801Z
sensor.basement_fridge_today_s_consumption,0.136,2025-10-15T08:17:32.375Z
sensor.basement_fridge_today_s_consumption,0.137,2025-10-15T08:19:40.787Z
sensor.basement_fridge_today_s_consumption,unavailable,2025-10-15T08:25:58.595Z
sensor.basement_fridge_today_s_consumption,0.137,2025-10-15T08:29:31.499Z
sensor.basement_fridge_today_s_consumption,0.138,2025-10-15T08:45:12.100Z
sensor.basement_fridge_today_s_consumption,0.139,2025-10-15T09:02:06.178Z
sensor.basement_fridge_today_s_consumption,0.14,2025-10-15T09:02:31.292Z
sensor.basement_fridge_today_s_consumption,0.141,2025-10-15T09:02:58.301Z
sensor.basement_fridge_today_s_consumption,0.142,2025-10-15T09:03:29.134Z
sensor.basement_fridge_today_s_consumption,0.143,2025-10-15T09:03:55.134Z
sensor.basement_fridge_today_s_consumption,0.144,2025-10-15T09:04:25.113Z
sensor.basement_fridge_today_s_consumption,0.145,2025-10-15T09:04:55.363Z
sensor.basement_fridge_today_s_consumption,0.146,2025-10-15T09:05:27.278Z
sensor.basement_fridge_today_s_consumption,0.147,2025-10-15T09:05:57.219Z
sensor.basement_fridge_today_s_consumption,0.148,2025-10-15T09:06:27.225Z
sensor.basement_fridge_today_s_consumption,0.149,2025-10-15T09:06:57.255Z
sensor.basement_fridge_today_s_consumption,0.15,2025-10-15T09:07:27.403Z
sensor.basement_fridge_today_s_consumption,0.151,2025-10-15T09:07:57.438Z
sensor.basement_fridge_today_s_consumption,0.152,2025-10-15T09:08:30.143Z
sensor.basement_fridge_today_s_consumption,0.153,2025-10-15T09:09:00.169Z
sensor.basement_fridge_today_s_consumption,0.154,2025-10-15T09:09:30.433Z
sensor.basement_fridge_today_s_consumption,0.155,2025-10-15T09:10:00.623Z
sensor.basement_fridge_today_s_consumption,0.156,2025-10-15T09:10:31.179Z
sensor.basement_fridge_today_s_consumption,0.157,2025-10-15T09:11:01.229Z
sensor.basement_fridge_today_s_consumption,0.158,2025-10-15T09:11:32.122Z
sensor.basement_fridge_today_s_consumption,0.159,2025-10-15T09:12:07.134Z
sensor.basement_fridge_today_s_consumption,0.16,2025-10-15T09:12:37.275Z
sensor.basement_fridge_today_s_consumption,0.161,2025-10-15T09:13:07.109Z
sensor.basement_fridge_today_s_consumption,0.162,2025-10-15T09:13:37.109Z
sensor.basement_fridge_today_s_consumption,0.163,2025-10-15T09:14:07.114Z
sensor.basement_fridge_today_s_consumption,0.164,2025-10-15T09:14:38.202Z
sensor.basement_fridge_today_s_consumption,0.165,2025-10-15T09:15:09.315Z
sensor.basement_fridge_today_s_consumption,0.166,2025-10-15T09:15:39.248Z
sensor.basement_fridge_today_s_consumption,0.167,2025-10-15T09:16:14.142Z
sensor.basement_fridge_today_s_consumption,0.168,2025-10-15T09:16:46.167Z
sensor.basement_fridge_today_s_consumption,0.169,2025-10-15T09:17:16.317Z
sensor.basement_fridge_today_s_consumption,0.17,2025-10-15T09:17:47.161Z
sensor.basement_fridge_today_s_consumption,0.171,2025-10-15T09:18:19.266Z
sensor.basement_fridge_today_s_consumption,0.172,2025-10-15T09:18:54.115Z
sensor.basement_fridge_today_s_consumption,0.173,2025-10-15T09:19:25.218Z
sensor.basement_fridge_today_s_consumption,0.174,2025-10-15T09:19:55.629Z
sensor.basement_fridge_today_s_consumption,0.175,2025-10-15T09:20:28.152Z
sensor.basement_fridge_today_s_consumption,0.176,2025-10-15T09:20:59.160Z
sensor.basement_fridge_today_s_consumption,0.177,2025-10-15T09:21:34.250Z
sensor.basement_fridge_today_s_consumption,0.178,2025-10-15T09:22:04.252Z
sensor.basement_fridge_today_s_consumption,0.179,2025-10-15T09:22:35.097Z
sensor.basement_fridge_today_s_consumption,0.18,2025-10-15T09:23:10.503Z
sensor.basement_fridge_today_s_consumption,0.181,2025-10-15T09:23:40.597Z
sensor.basement_fridge_today_s_consumption,0.182,2025-10-15T09:35:17.152Z
sensor.basement_fridge_today_s_consumption,0.183,2025-10-15T10:01:28.191Z
sensor.basement_fridge_today_s_consumption,0.184,2025-10-15T10:08:14.236Z
sensor.basement_fridge_today_s_consumption,0.185,2025-10-15T10:08:41.572Z
sensor.basement_fridge_today_s_consumption,0.186,2025-10-15T10:09:11.109Z
sensor.basement_fridge_today_s_consumption,0.187,2025-10-15T10:09:41.118Z
sensor.basement_fridge_today_s_consumption,0.188,2025-10-15T10:10:11.305Z
sensor.basement_fridge_today_s_consumption,0.189,2025-10-15T10:10:41.206Z
sensor.basement_fridge_today_s_consumption,0.19,2025-10-15T10:11:11.398Z
sensor.basement_fridge_today_s_consumption,0.191,2025-10-15T10:11:41.148Z
sensor.basement_fridge_today_s_consumption,0.192,2025-10-15T10:12:11.139Z
sensor.basement_fridge_today_s_consumption,0.193,2025-10-15T10:12:41.150Z
sensor.basement_fridge_today_s_consumption,0.194,2025-10-15T10:13:11.131Z
sensor.basement_fridge_today_s_consumption,0.195,2025-10-15T10:13:41.167Z
sensor.basement_fridge_today_s_consumption,0.196,2025-10-15T10:14:11.121Z
sensor.basement_fridge_today_s_consumption,0.197,2025-10-15T10:14:46.149Z
sensor.basement_fridge_today_s_consumption,0.198,2025-10-15T10:15:16.188Z
sensor.basement_fridge_today_s_consumption,0.199,2025-10-15T10:15:46.133Z
sensor.basement_fridge_today_s_consumption,0.2,2025-10-15T10:16:16.151Z
sensor.basement_fridge_today_s_consumption,0.201,2025-10-15T10:16:46.207Z
sensor.basement_fridge_today_s_consumption,0.202,2025-10-15T10:17:21.121Z
sensor.basement_fridge_today_s_consumption,0.203,2025-10-15T10:17:51.169Z
sensor.basement_fridge_today_s_consumption,0.204,2025-10-15T10:18:21.138Z
sensor.basement_fridge_today_s_consumption,0.205,2025-10-15T10:18:51.118Z
sensor.basement_fridge_today_s_consumption,0.206,2025-10-15T10:19:28.008Z
sensor.basement_fridge_today_s_consumption,0.207,2025-10-15T10:19:53.452Z
sensor.basement_fridge_today_s_consumption,0.208,2025-10-15T10:20:24.134Z
sensor.basement_fridge_today_s_consumption,0.209,2025-10-15T10:20:55.174Z
sensor.basement_fridge_today_s_consumption,0.21,2025-10-15T10:21:27.098Z
sensor.basement_fridge_today_s_consumption,0.211,2025-10-15T10:21:58.374Z
sensor.basement_fridge_today_s_consumption,0.212,2025-10-15T10:22:28.156Z
sensor.basement_fridge_today_s_consumption,0.213,2025-10-15T10:23:00.119Z
sensor.basement_fridge_today_s_consumption,0.214,2025-10-15T10:23:35.148Z
sensor.basement_fridge_today_s_consumption,0.215,2025-10-15T10:24:05.357Z
sensor.basement_fridge_today_s_consumption,0.216,2025-10-15T10:24:37.182Z
sensor.basement_fridge_today_s_consumption,0.217,2025-10-15T10:25:07.380Z
sensor.basement_fridge_today_s_consumption,0.218,2025-10-15T10:25:42.221Z
sensor.basement_fridge_today_s_consumption,0.219,2025-10-15T10:26:12.394Z
sensor.basement_fridge_today_s_consumption,0.22,2025-10-15T10:26:47.173Z
sensor.basement_fridge_today_s_consumption,0.221,2025-10-15T10:27:17.173Z
sensor.basement_fridge_today_s_consumption,0.222,2025-10-15T10:27:48.471Z
sensor.basement_fridge_today_s_consumption,0.223,2025-10-15T10:28:24.345Z
sensor.basement_fridge_today_s_consumption,0.224,2025-10-15T10:28:54.124Z
sensor.basement_fridge_today_s_consumption,0.225,2025-10-15T10:29:29.157Z
sensor.basement_fridge_today_s_consumption,0.226,2025-10-15T10:29:59.261Z
sensor.basement_fridge_today_s_consumption,0.227,2025-10-15T10:30:29.173Z
sensor.basement_fridge_today_s_consumption,0.228,2025-10-15T10:34:04.115Z
sensor.basement_fridge_today_s_consumption,0.229,2025-10-15T11:00:20.125Z
sensor.basement_fridge_today_s_consumption,0.23,2025-10-15T11:15:07.616Z
sensor.basement_fridge_today_s_consumption,0.231,2025-10-15T11:15:35.501Z
sensor.basement_fridge_today_s_consumption,0.232,2025-10-15T11:16:00.166Z
sensor.basement_fridge_today_s_consumption,0.233,2025-10-15T11:16:30.315Z
sensor.basement_fridge_today_s_consumption,0.234,2025-10-15T11:17:01.209Z
sensor.basement_fridge_today_s_consumption,0.235,2025-10-15T11:17:32.195Z
sensor.basement_fridge_today_s_consumption,0.236,2025-10-15T11:18:01.265Z
sensor.basement_fridge_today_s_consumption,0.237,2025-10-15T11:18:31.311Z
sensor.basement_fridge_today_s_consumption,0.238,2025-10-15T11:19:01.231Z
sensor.basement_fridge_today_s_consumption,0.239,2025-10-15T11:19:32.158Z
sensor.basement_fridge_today_s_consumption,0.24,2025-10-15T11:20:06.217Z
sensor.basement_fridge_today_s_consumption,0.241,2025-10-15T11:20:33.169Z
sensor.basement_fridge_today_s_consumption,0.242,2025-10-15T11:21:03.308Z
sensor.basement_fridge_today_s_consumption,0.243,2025-10-15T11:21:35.601Z
sensor.basement_fridge_today_s_consumption,0.244,2025-10-15T11:22:07.415Z
sensor.basement_fridge_today_s_consumption,0.245,2025-10-15T11:22:41.151Z
sensor.basement_fridge_today_s_consumption,0.246,2025-10-15T11:23:11.413Z
sensor.basement_fridge_today_s_consumption,0.247,2025-10-15T11:23:42.389Z
sensor.basement_fridge_today_s_consumption,0.248,2025-10-15T11:24:13.511Z
sensor.basement_fridge_today_s_consumption,0.249,2025-10-15T11:24:45.618Z
sensor.basement_fridge_today_s_consumption,0.25,2025-10-15T11:25:16.165Z
sensor.basement_fridge_today_s_consumption,0.251,2025-10-15T11:25:48.235Z
sensor.basement_fridge_today_s_consumption,0.252,2025-10-15T11:26:19.258Z
sensor.basement_fridge_today_s_consumption,0.253,2025-10-15T11:26:49.215Z
sensor.basement_fridge_today_s_consumption,0.254,2025-10-15T11:27:20.709Z
sensor.basement_fridge_today_s_consumption,0.255,2025-10-15T11:27:48.701Z
sensor.basement_fridge_today_s_consumption,0.256,2025-10-15T11:28:23.886Z
sensor.basement_fridge_today_s_consumption,0.257,2025-10-15T11:28:55.161Z
sensor.basement_fridge_today_s_consumption,0.258,2025-10-15T11:29:23.795Z
sensor.basement_fridge_today_s_consumption,0.259,2025-10-15T11:29:53.783Z
sensor.basement_fridge_today_s_consumption,0.26,2025-10-15T11:30:26.795Z
sensor.basement_fridge_today_s_consumption,0.261,2025-10-15T11:31:01.316Z
sensor.basement_fridge_today_s_consumption,0.262,2025-10-15T11:31:31.614Z
sensor.basement_fridge_today_s_consumption,0.263,2025-10-15T11:32:04.355Z
sensor.basement_fridge_today_s_consumption,0.264,2025-10-15T11:32:35.676Z
sensor.basement_fridge_today_s_consumption,0.265,2025-10-15T11:33:06.350Z
sensor.basement_fridge_today_s_consumption,0.266,2025-10-15T11:33:41.786Z
sensor.basement_fridge_today_s_consumption,0.267,2025-10-15T11:34:13.467Z
sensor.basement_fridge_today_s_consumption,0.268,2025-10-15T11:34:45.523Z
sensor.basement_fridge_today_s_consumption,0.269,2025-10-15T11:35:16.404Z
sensor.basement_fridge_today_s_consumption,0.27,2025-10-15T11:35:51.930Z
sensor.basement_fridge_today_s_consumption,0.271,2025-10-15T11:36:23.327Z
sensor.basement_fridge_today_s_consumption,0.272,2025-10-15T11:36:58.045Z
sensor.basement_fridge_today_s_consumption,0.273,2025-10-15T11:59:02.132Z
sensor.basement_fridge_today_s_consumption,0.274,2025-10-15T12:21:01.297Z
sensor.basement_fridge_today_s_consumption,0.275,2025-10-15T12:21:26.138Z
sensor.basement_fridge_today_s_consumption,0.276,2025-10-15T12:21:54.170Z
sensor.basement_fridge_today_s_consumption,0.277,2025-10-15T12:22:21.160Z
sensor.basement_fridge_today_s_consumption,0.278,2025-10-15T12:22:53.283Z
sensor.basement_fridge_today_s_consumption,0.279,2025-10-15T12:23:21.243Z
sensor.basement_fridge_today_s_consumption,0.28,2025-10-15T12:23:52.124Z
sensor.basement_fridge_today_s_consumption,0.281,2025-10-15T12:24:23.293Z
sensor.basement_fridge_today_s_consumption,0.282,2025-10-15T12:24:53.889Z
sensor.basement_fridge_today_s_consumption,0.283,2025-10-15T12:25:20.169Z
sensor.basement_fridge_today_s_consumption,0.284,2025-10-15T12:25:51.179Z
sensor.basement_fridge_today_s_consumption,0.285,2025-10-15T12:26:21.151Z
sensor.basement_fridge_today_s_consumption,0.286,2025-10-15T12:26:56.219Z
sensor.basement_fridge_today_s_consumption,0.287,2025-10-15T12:27:26.212Z
sensor.basement_fridge_today_s_consumption,0.288,2025-10-15T12:27:57.170Z
sensor.basement_fridge_today_s_consumption,0.289,2025-10-15T12:28:29.746Z
sensor.basement_fridge_today_s_consumption,0.29,2025-10-15T12:28:57.425Z
sensor.basement_fridge_today_s_consumption,0.291,2025-10-15T12:29:28.290Z
